Order,top-left-square-x,top-left-square-o,top-left-square-b,top-middle-square-x,top-middle-square-o,top-middle-square-b,top-right-square-x,top-right-square-o,top-right-square-b,middle-left-square-x,middle-left-square-o,middle-left-square-b,middle-middle-square-o,middle-middle-square-b,middle-middle-square-x,middle-right-square-o,middle-right-square-b,middle-right-square-x,bottom-left-square-x,bottom-left-square-o,bottom-left-square-b,bottom-middle-square-o,bottom-middle-square-x,bottom-middle-square-b,bottom-right-square-o,bottom-right-square-x,bottom-right-square-b,class,Rule_Length,Rule
405,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
407,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
408,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
409,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
410,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
413,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
414,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
415,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
417,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
418,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
419,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
420,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
422,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
425,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
426,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
427,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
428,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
432,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
433,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
434,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
435,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
436,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
437,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
438,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
439,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
443,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
444,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
445,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
446,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
448,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
449,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
450,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
451,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
452,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
458,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
473,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
477,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
478,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
480,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
482,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
484,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
485,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
486,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
488,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
489,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
494,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
519,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
521,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
523,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
525,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
529,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
530,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
531,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
532,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
535,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
536,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
538,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
539,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
540,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
541,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
542,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
543,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
547,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
549,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
550,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
551,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
553,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
554,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
555,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
556,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
557,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
562,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
577,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
581,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
582,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
584,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
586,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
588,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
589,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
591,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
593,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
594,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
595,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
596,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
597,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
602,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
603,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
604,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
605,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
623,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
625,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
