Row Number,Matched Rules,0,Unique Rule Count
173,"({'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",2
174,"({'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",2
175,"({'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",2
176,"({'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",2
177,"({'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-left-square-b <= 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && middle-right-square-x > 0.5 && top-left-square-x > 0.5 && top-middle-square-o > 0.5 && top-middle-square-x <= 0.5 && top-right-square-b <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 11},)","{'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-left-square-b <= 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && middle-right-square-x > 0.5 && top-left-square-x > 0.5 && top-middle-square-o > 0.5 && top-middle-square-x <= 0.5 && top-right-square-b <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 11}",2
178,"({'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",2
179,"({'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",2
180,"({'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",2
181,"({'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",2
182,"({'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",2
183,"({'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",2
184,"({'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",2
185,"({'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",2
186,"({'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-left-square-b > 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && middle-right-square-o <= 0.5 && middle-right-square-x <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-b <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 12},)","{'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-left-square-b > 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && middle-right-square-o <= 0.5 && middle-right-square-x <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-b <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 12}",2
187,"({'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",2
188,"({'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6},)","{'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6}",2
189,"({'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 8},)","{'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 8}",2
190,"({'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 8},)","{'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 8}",2
191,"({'Rule': 'bottom-middle-square-b <= 0.5 && bottom-right-square-b > 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o <= 0.5 && middle-middle-square-x > 0.5 && middle-right-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 7},)","{'Rule': 'bottom-middle-square-b <= 0.5 && bottom-right-square-b > 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o <= 0.5 && middle-middle-square-x > 0.5 && middle-right-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 7}",2
192,"({'Rule': 'bottom-middle-square-b > 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o <= 0.5 && middle-middle-square-x > 0.5 && middle-right-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6},)","{'Rule': 'bottom-middle-square-b > 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o <= 0.5 && middle-middle-square-x > 0.5 && middle-right-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6}",2
193,"({'Rule': 'bottom-middle-square-b > 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o <= 0.5 && middle-middle-square-x > 0.5 && middle-right-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6},)","{'Rule': 'bottom-middle-square-b > 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o <= 0.5 && middle-middle-square-x > 0.5 && middle-right-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6}",2
194,"({'Rule': 'bottom-middle-square-b <= 0.5 && bottom-right-square-b <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o <= 0.5 && middle-middle-square-x > 0.5 && middle-right-square-o > 0.5 && top-middle-square-x <= 0.5 && top-right-square-o <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 9},)","{'Rule': 'bottom-middle-square-b <= 0.5 && bottom-right-square-b <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o <= 0.5 && middle-middle-square-x > 0.5 && middle-right-square-o > 0.5 && top-middle-square-x <= 0.5 && top-right-square-o <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 9}",2
195,"({'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 8},)","{'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 8}",2
196,"({'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6},)","{'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6}",2
197,"({'Rule': 'bottom-middle-square-b > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 && top-middle-square-o > 0.5 => negative', 'Rule Length': 6},)","{'Rule': 'bottom-middle-square-b > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 && top-middle-square-o > 0.5 => negative', 'Rule Length': 6}",2
198,"({'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-x > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 7},)","{'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-x > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 7}",2
199,"({'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && middle-right-square-o > 0.5 && middle-right-square-x <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 8},)","{'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && middle-right-square-o > 0.5 && middle-right-square-x <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 8}",2
200,"({'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-x > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 7},)","{'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-x > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 7}",2
201,"({'Rule': 'bottom-middle-square-b > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 && top-middle-square-o > 0.5 => negative', 'Rule Length': 6},)","{'Rule': 'bottom-middle-square-b > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 && top-middle-square-o > 0.5 => negative', 'Rule Length': 6}",2
202,"({'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 8},)","{'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 8}",2
203,"({'Rule': 'middle-left-square-x > 0.5 && middle-middle-square-o <= 0.5 && middle-middle-square-x <= 0.5 && middle-right-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'middle-left-square-x > 0.5 && middle-middle-square-o <= 0.5 && middle-middle-square-x <= 0.5 && middle-right-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5}",2
204,"({'Rule': 'middle-left-square-x > 0.5 && middle-middle-square-o <= 0.5 && middle-middle-square-x <= 0.5 && middle-right-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'middle-left-square-x > 0.5 && middle-middle-square-o <= 0.5 && middle-middle-square-x <= 0.5 && middle-right-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5}",2
205,"({'Rule': 'middle-left-square-x > 0.5 && middle-middle-square-o <= 0.5 && middle-middle-square-x <= 0.5 && middle-right-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'middle-left-square-x > 0.5 && middle-middle-square-o <= 0.5 && middle-middle-square-x <= 0.5 && middle-right-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5}",2
206,"({'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6},)","{'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6}",2
207,"({'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 8},)","{'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 8}",2
208,"({'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6},)","{'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6}",2
209,"({'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6},)","{'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6}",2
210,"({'Rule': 'middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5}",2
211,"({'Rule': 'middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5}",2
212,"({'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6},)","{'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6}",2
213,"({'Rule': 'bottom-middle-square-x > 0.5 && middle-left-square-o > 0.5 && middle-middle-square-o <= 0.5 && middle-middle-square-x > 0.5 && middle-right-square-o <= 0.5 && middle-right-square-x <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 9},)","{'Rule': 'bottom-middle-square-x > 0.5 && middle-left-square-o > 0.5 && middle-middle-square-o <= 0.5 && middle-middle-square-x > 0.5 && middle-right-square-o <= 0.5 && middle-right-square-x <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 9}",2
214,"({'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6},)","{'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6}",2
215,"({'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-b > 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 8},)","{'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-b > 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 8}",2
216,"({'Rule': 'middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5}",2
217,"({'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6},)","{'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6}",2
218,"({'Rule': 'middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5}",2
219,"({'Rule': 'middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5}",2
220,"({'Rule': 'middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5}",2
221,"({'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6},)","{'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6}",2
222,"({'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6},)","{'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6}",2
223,"({'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-b > 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 8},)","{'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-b > 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 8}",2
224,"({'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o > 0.5 && middle-right-square-b <= 0.5 && middle-right-square-o > 0.5 && top-left-square-x > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 9},)","{'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o > 0.5 && middle-right-square-b <= 0.5 && middle-right-square-o > 0.5 && top-left-square-x > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 9}",2
225,"({'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o > 0.5 && middle-right-square-b <= 0.5 && middle-right-square-o > 0.5 && top-left-square-x > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 9},)","{'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o > 0.5 && middle-right-square-b <= 0.5 && middle-right-square-o > 0.5 && top-left-square-x > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 9}",2
226,"({'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-x <= 0.5 && middle-middle-square-o > 0.5 && middle-right-square-b > 0.5 && top-left-square-x > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 7},)","{'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-x <= 0.5 && middle-middle-square-o > 0.5 && middle-right-square-b > 0.5 && top-left-square-x > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 7}",2
227,"({'Rule': 'middle-left-square-x > 0.5 && middle-middle-square-o <= 0.5 && middle-middle-square-x <= 0.5 && middle-right-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'middle-left-square-x > 0.5 && middle-middle-square-o <= 0.5 && middle-middle-square-x <= 0.5 && middle-right-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5}",2
228,"({'Rule': 'middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5}",2
229,"({'Rule': 'middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5}",2
