Row Number,Matched Rules,0,1,2
108,"({'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}, {'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4})","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}",
109,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}, {'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}, {'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2})","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}","{'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}"
110,"({'Rule': '(early_uptake_in <= 1.5) && (special_forms <= 1.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5)  => 2', 'Rule Length': 4},)","{'Rule': '(early_uptake_in <= 1.5) && (special_forms <= 1.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5)  => 2', 'Rule Length': 4}",,
111,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}, {'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}, {'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2})","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}","{'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}"
112,"({'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 3.0)  => 3', 'Rule Length': 3},)","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 3.0)  => 3', 'Rule Length': 3}",,
116,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node > 2.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}, {'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2})","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node > 2.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}",
118,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}, {'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}, {'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2})","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}","{'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}"
123,"({'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4},)","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}",,
126,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2},)","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}",,
127,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node > 2.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}, {'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2})","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node > 2.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}",
128,"({'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3},)","{'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3}",,
129,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2},)","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}",,
134,"({'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}, {'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4})","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}",
135,"({'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}, {'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_lym > 2.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5})","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_lym > 2.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}",
136,"({'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 3.0)  => 3', 'Rule Length': 3},)","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 3.0)  => 3', 'Rule Length': 3}",,
139,"({'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}, {'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4})","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}",
141,"({'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3},)","{'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3}",,
142,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 4', 'Rule Length': 2},)","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 4', 'Rule Length': 2}",,
144,"({'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 3.0)  => 3', 'Rule Length': 3},)","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 3.0)  => 3', 'Rule Length': 3}",,
145,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}, {'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}, {'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2})","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}","{'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}"
146,"({'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 3.0)  => 3', 'Rule Length': 3},)","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 3.0)  => 3', 'Rule Length': 3}",,
147,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}, {'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}, {'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2})","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}","{'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}"
148,"({'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}, {'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4})","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}",
